,Positive Score,Negative Score,Player,Pos,Squad,Season,Comp,PlayerScore
5051,4.689003124865802,-3.2907840334218608,Aaron Wan-Bissaka,DF,Manchester Utd,2022,Premier League,7.979787158287662
5052,-42.79961578314774,-9.812709430002306,Paul Wanner,MF,Bayern Munich,2022,Bundesliga,-32.986906353145436
5053,21.533993383865123,-0.04079381999361231,Joel Ward,DF,Crystal Palace,2022,Premier League,21.574787203858737
5054,81.66098018413702,9.772160328799478,James Ward-Prowse,MF,Southampton,2022,Premier League,71.88881985533754
5055,35.5868086638298,13.682505891116751,Ollie Watkins,FW,Aston Villa,2022,Premier League,21.90430277271305
5056,21.38108045746939,-1.6294902794599708,Timothy Weah,"DF,FW",Lille,2022,Ligue 1,23.010570736929363
5057,29.097229558666537,5.646880444137597,Adam Webster,DF,Brighton,2022,Premier League,23.45034911452894
5058,-27.96264464876417,-2.0769350952456187,Wout Weghorst,"FW,MF",Manchester Utd,2022,Premier League,-25.88570955351855
5059,14.56749658824555,-4.2436428685397525,Julian Weigl,MF,M'Gladbach,2022,Bundesliga,18.811139456785302
5060,-37.32479598938524,-5.837325390377428,Nelson Weiper,"FW,DF",Mainz 05,2022,Bundesliga,-31.487470599007807
5061,67.76858296004083,14.203831930290452,Mitchell Weiser,"DF,FW",Werder Bremen,2022,Bundesliga,53.56475102975038
5062,-28.055669183402483,-7.1205906222037205,Noah Weißhaupt,"MF,DF",Freiburg,2022,Bundesliga,-20.93507856119876
5063,-34.590554105957416,-3.7664316617420726,Shon Weissman,FW,Valladolid,2022,La Liga,-30.824122444215345
5064,9.370694404685906,1.3742967042387468,Danny Welbeck,FW,Brighton,2022,Premier League,7.99639770044716
5065,17.407993652919867,5.318541672872956,Timo Werner,"FW,MF",RB Leipzig,2022,Bundesliga,12.08945198004691
5066,79.03397621648497,3.8363717456880138,Ben White,DF,Arsenal,2022,Premier League,75.19760447079696
5067,-56.43168471844323,-10.43707976850478,Harvey White,MF,Tottenham,2022,Premier League,-45.99460494993845
5068,9.485031565098375,-2.4648431945742124,Silvan Widmer,DF,Mainz 05,2022,Bundesliga,11.949874759672587
5069,44.552988418993834,7.751061827013639,Mateusz Wieteska,DF,Clermont Foot,2022,Ligue 1,36.8019265919802
5070,-18.336720561571312,-6.012597912155244,Georginio Wijnaldum,MF,Roma,2022,Serie A,-12.324122649416068
5071,42.34595571886189,11.515353742339,Iñaki Williams,FW,Athletic Club,2022,La Liga,30.830601976522885
5072,19.65061952277429,5.89270938484602,Neco Williams,DF,Nott'ham Forest,2022,Premier League,13.757910137928269
5073,60.37485903867485,15.435847560982626,Nico Williams,FW,Athletic Club,2022,La Liga,44.93901147769222
5074,38.194643672615655,1.029997438261202,Willian,FW,Fulham,2022,Premier League,37.16464623435445
5075,50.51635209932836,6.367967676760588,Joe Willock,MF,Newcastle Utd,2022,Premier League,44.14838442256777
5076,7.12433528338765,7.232391944200823,Callum Wilson,FW,Newcastle Utd,2022,Premier League,-0.10805666081317344
5077,-0.4735004563856192,-2.7357951206860784,Harry Wilson,FW,Fulham,2022,Premier League,2.2622946643004593
5078,25.00330601600738,8.809419556182178,Patrick Wimmer,"FW,MF",Wolfsburg,2022,Bundesliga,16.1938864598252
5079,-7.906153167160515,0.8463047574933755,Jonas Wind,FW,Wolfsburg,2022,Bundesliga,-8.752457924653891
5080,8.269792371369705,-2.350638106375916,Harry Winks,MF,Sampdoria,2022,Serie A,10.620430477745622
5081,-43.98342783364145,-10.226543778887889,Frederik Winther,DF,Augsburg,2022,Bundesliga,-33.75688405475356
5082,13.293371173692801,1.2822272271879476,Florian Wirtz,"FW,MF",Leverkusen,2022,Bundesliga,12.011143946504854
5083,-11.062482353360526,4.724245087092545,Przemysław Wiśniewski,DF,Spezia,2022,Serie A,-15.78672744045307
5084,-1.1142769734015865,3.7820262302894534,Yoane Wissa,FW,Brentford,2022,Premier League,-4.89630320369104
5085,18.382002794868797,-1.911903263835749,Axel Witsel,"DF,MF",Atlético Madrid,2022,La Liga,20.293906058704547
5086,-6.53200798674655,1.2538588487676945,Maximilian Wöber,DF,Leeds United,2022,Premier League,-7.785866835514245
5087,-24.464643250199604,-3.855622479575632,Hannes Wolf,FW,M'Gladbach,2022,Bundesliga,-20.60902077062397
5088,30.159409014690677,-0.447771613106134,Marius Wolf,DF,Dortmund,2022,Bundesliga,30.60718062779681
5089,-18.863218681236706,-3.715775980810009,Jeong Woo-yeong,"MF,FW",Freiburg,2022,Bundesliga,-15.147442700426698
5090,-34.4853281517297,-7.5720864668746195,Chris Wood,FW,Newcastle Utd,2022,Premier League,-26.913241684855084
5091,-39.955803231046424,-3.491886276092916,Chris Wood,FW,Nott'ham Forest,2022,Premier League,-36.46391695495351
5092,-7.841824340680367,-6.8123075569031695,Christopher Wooh,DF,Rennes,2022,Ligue 1,-1.029516783777198
5093,19.35165592628908,2.7053059120838023,Joe Worrall,DF,Nott'ham Forest,2022,Premier League,16.64635001420528
5094,-22.88952121453424,-4.795328695932733,Xeka,MF,Rennes,2022,Ligue 1,-18.09419251860151
5095,66.91689971682433,3.985056260491312,Granit Xhaka,MF,Arsenal,2022,Premier League,62.93184345633302
5096,-34.761106963810725,-6.240304902452147,Lamine Yamal,FW,Barcelona,2022,La Liga,-28.52080206135858
5097,9.273698753604233,-0.9165489688471681,Jawad El Yamiq,DF,Valladolid,2022,La Liga,10.190247722451401
5098,-2.862547807715177,-0.03942705262429416,Ryan Yates,MF,Nott'ham Forest,2022,Premier League,-2.823120755090883
5099,-30.126869870607173,-6.224225313755286,Yusuf Yazıcı,MF,Lille,2022,Ligue 1,-23.902644556851886
5100,-33.247098278667075,-4.787728173986856,Kelvin Yeboah,"FW,MF",Augsburg,2022,Bundesliga,-28.459370104680218
5101,-41.00266592843912,-4.6938640665275,Gerard Yepes,MF,Sampdoria,2022,Serie A,-36.30880186191162
5102,-14.360145089694567,-0.45566954595516906,Darlin Yongwa,DF,Lorient,2022,Ligue 1,-13.904475543739398
5103,-16.306931791042377,-7.785928936629287,Leny Yoro,DF,Lille,2022,Ligue 1,-8.52100285441309
5104,28.581335434096534,1.7503602184123759,Maya Yoshida,DF,Schalke 04,2022,Bundesliga,26.83097521568416
5105,21.20492815184829,1.1391592833110877,Ashley Young,DF,Aston Villa,2022,Premier League,20.0657688685372
5106,33.31447697686376,10.259860980709828,Mohamed Youssouf,DF,Ajaccio,2022,Ligue 1,23.05461599615393
5107,-30.423611215980102,-9.719633816435447,Illia Zabarnyi,DF,Bournemouth,2022,Premier League,-20.703977399544655
5108,64.2565122545308,12.496484586708593,Mattia Zaccagni,FW,Lazio,2022,Serie A,51.760027667822214
5109,4.419652394507292,0.7005573553349353,Dan-Axel Zagadou,DF,Stuttgart,2022,Bundesliga,3.7190950391723563
5110,38.71823332248933,15.37413533722502,Wilfried Zaha,"FW,MF",Crystal Palace,2022,Premier League,23.344097985264312
5111,-2.153492279423025,-1.0987057616895894,Warren Zaire-Emery,"MF,DF",Paris S-G,2022,Ligue 1,-1.0547865177334357
5112,-30.687277876463046,-7.210574048885712,Denis Zakaria,MF,Chelsea,2022,Premier League,-23.476703827577335
5113,-38.97227697360748,-10.403236669351337,Denis Zakaria,MF,Juventus,2022,Serie A,-28.56904030425614
5114,3.718788082149967,5.309332916551887,Rodrigo Zalazar,"MF,FW",Schalke 04,2022,Bundesliga,-1.5905448344019204
5115,-30.124761111266377,-4.168233165811752,Joseba Zaldúa,DF,Cádiz,2022,La Liga,-25.956527945454624
5116,38.49348310124866,3.3397748237748175,Nicola Zalewski,DF,Roma,2022,Serie A,35.15370827747384
5117,78.86389535235611,10.317433801894053,Andre-Frank Zambo Anguissa,MF,Napoli,2022,Serie A,68.54646155046206
5118,-39.139144890833464,-8.327073047252373,Oliver Zandén,"DF,MF",Toulouse,2022,Ligue 1,-30.81207184358109
5119,-18.779257707913274,-2.5681411633503752,Luca Zanimacchia,"MF,FW",Cremonese,2022,Serie A,-16.2111165445629
5120,-22.851958115883516,3.0194964234477863,Nicolò Zaniolo,"MF,FW",Roma,2022,Serie A,-25.871454539331303
5121,6.965127973961483,-4.253959141923816,Alessandro Zanoli,DF,Sampdoria,2022,Serie A,11.219087115885298
5122,-37.813580971305015,-10.474757365131259,Alessandro Zanoli,DF,Napoli,2022,Serie A,-27.338823606173754
5123,-46.15852997876959,-10.209418458094612,Mattia Zanotti,DF,Inter,2022,Serie A,-35.94911152067498
5124,-3.1961436504803196,4.04917099694019,Duván Zapata,FW,Atalanta,2022,Serie A,-7.24531464742051
5125,19.9954822108982,0.6218943724387452,Davide Zappacosta,DF,Atalanta,2022,Serie A,19.373587838459454
5126,-16.5390661061687,-3.81909942381467,Oier Zarraga,MF,Athletic Club,2022,La Liga,-12.71996668235403
5127,0.11731541578289914,7.0174525181298835,Akim Zedadka,DF,Auxerre,2022,Ligue 1,-6.900137102346984
5128,-25.80152498309601,-6.4828694183269056,Akim Zedadka,"DF,MF",Lille,2022,Ligue 1,-19.318655564769102
5129,-45.7690750390763,-10.42789410799537,Karim Zedadka,FW,Napoli,2022,Serie A,-35.34118093108093
5130,-45.909878567744315,-6.362046870256882,Deyovaisio Zeefuik,DF,Hellas Verona,2022,Serie A,-39.54783169748743
5131,-26.712734562882805,-0.4256464211710651,Marvin Zeegelaar,DF,Udinese,2022,Serie A,-26.287088141711738
5132,-20.095480407465832,-4.6157475454697074,Mehdi Zeffane,"DF,MF",Clermont Foot,2022,Ligue 1,-15.479732861996125
5133,0.6556207047758256,1.0615321559146844,Jordan Zemura,DF,Bournemouth,2022,Premier League,-0.40591145113885885
5134,-5.138579614817071,0.8174741823149155,Arber Zeneli,"FW,MF",Reims,2022,Ligue 1,-5.956053797131987
5135,-36.27068645409221,-5.706956777797297,Alessio Zerbin,FW,Napoli,2022,Serie A,-30.563729676294912
5136,-46.6539810550418,-10.474757365131259,Nathan Zeze,DF,Nantes,2022,Ligue 1,-36.179223689910536
5137,26.190515483083725,0.841402986368619,Edon Zhegrova,"FW,MF",Lille,2022,Ligue 1,25.349112496715108
5138,57.37369688852438,0.6432244528019571,Piotr Zieliński,MF,Napoli,2022,Serie A,56.73047243572242
5139,-29.363292594425772,-6.918937530782698,David Zima,DF,Torino,2022,Serie A,-22.444355063643073
5140,53.70031725636668,0.2093352196912555,Oleksandr Zinchenko,DF,Arsenal,2022,Premier League,53.490982036675426
5141,-17.95713424612262,-0.737296145788226,Joshua Zirkzee,FW,Bologna,2022,Serie A,-17.219838100334396
5142,-14.746245273601962,-2.2801350633332214,Hakim Ziyech,"FW,MF",Chelsea,2022,Premier League,-12.466110210268742
5143,-21.128038104781442,0.29217584503583305,Simon Zoller,FW,Bochum,2022,Bundesliga,-21.420213949817274
5144,-29.793789214040853,-6.610676973320354,Nadir Zortea,"DF,MF",Atalanta,2022,Serie A,-23.183112240720497
5145,-17.599609051986686,-4.107859995486991,Nadir Zortea,DF,Sassuolo,2022,Serie A,-13.491749056499696
5146,-26.9249435152372,-5.951664818749244,Tanguy Zoukrou,DF,Troyes,2022,Ligue 1,-20.973278696487956
5147,0.7656390644231096,-4.3626220078174685,Kurt Zouma,DF,West Ham,2022,Premier League,5.128261072240578
5148,34.169229488105266,4.354521050147737,Igor Zubeldia,DF,Real Sociedad,2022,La Liga,29.814708437957528
5149,55.525239402930985,12.71133584362873,Martín Zubimendi,MF,Real Sociedad,2022,La Liga,42.813903559302254
5150,-28.591763869326474,-6.1353052504684165,Szymon Żurkowski,MF,Fiorentina,2022,Serie A,-22.456458618858058
5151,-35.223401132983255,-5.878526041162613,Szymon Żurkowski,MF,Spezia,2022,Serie A,-29.344875091820644
5152,92.36631702730827,6.802393568750221,Martin Ødegaard,MF,Arsenal,2022,Premier League,85.56392345855805
5153,-17.976095335579927,0.38593211591928234,Milan Đurić,FW,Hellas Verona,2022,Serie A,-18.36202745149921
5154,17.560939415683823,8.150183078759653,Filip Đuričić,"MF,FW",Sampdoria,2022,Serie A,9.41075633692417
5155,-66.9817362752855,-10.38038850835219,Blanco,MF,Cádiz,2022,La Liga,-56.60134776693331
5156,-55.24601677806048,-2.1072740717961125,Hugo Guillamón,"DF,MF",Valencia,2022,La Liga,-53.13874270626437
5157,45.17042741316571,15.599503039550793,Max Aarons,DF,Norwich City,2021,Premier League,29.57092437361492
5158,46.52429167138023,4.889352557928221,Yunis Abdelhamid,DF,Reims,2021,Ligue 1,41.63493911345201
5159,39.33301312274447,23.12111053239887,Salis Abdul Samed,MF,Clermont Foot,2021,Ligue 1,16.2119025903456
5160,72.37058211576172,12.130333434277514,Laurent Abergel,MF,Lorient,2021,Ligue 1,60.2402486814842
5161,-54.18942258482443,-10.227698269583774,Charles Abi,FW,Saint-Étienne,2021,Ligue 1,-43.96172431524065
5162,-32.1172172314415,2.4653258706706604,Dickson Abiama,FW,Greuther Fürth,2021,Bundesliga,-34.58254310211216
5163,-45.173901146491254,-7.553125982354349,Matthis Abline,FW,Rennes,2021,Ligue 1,-37.6207751641369
5164,39.73285755972561,17.281066297015897,Tammy Abraham,FW,Roma,2021,Serie A,22.451791262709712
5165,-32.46246346128177,-3.163466800611052,Luis Abram,DF,Granada,2021,La Liga,-29.29899666067072
5166,57.53796820306807,-0.3401030797502348,Francesco Acerbi,DF,Lazio,2021,Serie A,57.878071282818304
5167,-38.517221341818846,-4.664119166669278,Ragnar Ache,"MF,FW",Eint Frankfurt,2021,Bundesliga,-33.853102175149566
5168,-45.061400763406446,-10.517971963378862,Mohamed Achi,MF,Nantes,2021,Ligue 1,-34.543428800027584
5169,67.27450018532993,8.43489457011586,Marcos Acuña,DF,Sevilla,2021,La Liga,58.83960561521407
5170,5.598304109958699,5.972687618187356,Che Adams,FW,Southampton,2021,Premier League,-0.3743835082286573
5171,4.119721346037598,1.280681433653109,Tyler Adams,MF,RB Leipzig,2021,Bundesliga,2.839039912384489
5172,-29.070419658408543,-4.692583486247011,Sargis Adamyan,"FW,MF",Hoffenheim,2021,Bundesliga,-24.377836172161533
5173,-30.893260598449103,-5.813617285582709,Martin Adeline,"MF,FW",Reims,2021,Ligue 1,-25.079643312866395
5174,7.290349571816369,2.3313759583847133,Amine Adli,"FW,MF",Leverkusen,2021,Bundesliga,4.958973613431656
5175,57.16351716536765,11.383247192214132,Yacine Adli,"MF,FW",Bordeaux,2021,Ligue 1,45.78026997315352
5176,-24.715385835593803,-4.6266175800217715,Michel Aebischer,MF,Bologna,2021,Serie A,-20.08876825557203
5177,-20.935637679709973,8.275622748230033,Felix Afena-Gyan,"FW,MF",Roma,2021,Serie A,-29.211260427940005
5178,2.5499255991917997,0.5174621730096359,Martin Agirregabiria,DF,Alavés,2021,La Liga,2.0324634261821637
5179,18.534286124487846,4.256132575182323,Lucien Agoume,MF,Brest,2021,Ligue 1,14.278153549305522
5180,-0.8027231266283229,4.947865131835261,Kevin Agudelo,"MF,FW",Spezia,2021,Serie A,-5.750588258463584
5181,57.853760094465144,4.391479403853525,Nayef Aguerd,DF,Rennes,2021,Ligue 1,53.46228069061162
5182,-41.58436238112133,-7.623988963874407,Sergio Agüero,FW,Barcelona,2021,La Liga,-33.96037341724693
5183,47.555075490907434,5.762150410452771,Ruben Aguilar,DF,Monaco,2021,Ligue 1,41.792925080454665
5184,-49.8691955993262,-10.471108706242973,Álvaro Aguirre,FW,Rayo Vallecano,2021,La Liga,-39.398086893083224
5185,-41.54266207845893,-9.948370552453547,Naouirou Ahamada,"MF,DF",Stuttgart,2021,Bundesliga,-31.594291526005385
5186,7.775796458038922,-1.4239491720946695,Anel Ahmedhodžić,DF,Bordeaux,2021,Ligue 1,9.199745630133592
5187,-13.556632448095872,-2.261237834373803,Jean-Eudes Aholou,MF,Strasbourg,2021,Ligue 1,-11.295394613722069
5188,31.31098921701773,4.050619206868323,Joseph Aidoo,DF,Celta Vigo,2021,La Liga,27.26037001014941
5189,4.6150441410352485,0.26065414468604514,Ola Aina,DF,Torino,2021,Serie A,4.354389996349203
5190,26.50908969687628,5.113782420438936,Rayan Aït-Nouri,"DF,MF",Wolves,2021,Premier League,21.395307276437343
5191,10.502574273319958,-2.707928735491698,Kristoffer Ajer,DF,Brentford,2021,Premier League,13.210503008811656
5192,45.962766503769046,20.789544362385197,Ludovic Ajorque,FW,Strasbourg,2021,Ligue 1,25.17322214138385
5193,48.136857225609546,-0.43815114137133393,Manuel Akanji,DF,Dortmund,2021,Bundesliga,48.57500836698088
5194,10.337733043007768,1.9196390639964498,Carlos Akapo,DF,Cádiz,2021,La Liga,8.418093979011319
5195,-43.37738886690215,-5.135540279275587,Marley Aké,"FW,MF",Juventus,2021,Serie A,-38.24184858762656
5196,-1.6778618358794624,-4.592965245141855,Nathan Aké,DF,Manchester City,2021,Premier League,2.915103409262392
5197,-32.205057451208404,-7.2337532695841045,Ilias Akhomach,FW,Barcelona,2021,La Liga,-24.971304181624298
5198,-36.61592104558285,-5.047961198993488,Maghnes Akliouche,"MF,FW",Monaco,2021,Ligue 1,-31.567959846589364
5199,-24.237115201876556,-4.302290188641925,Paul Akouokou,MF,Betis,2021,La Liga,-19.93482501323463
5200,-30.915415975523313,-3.87822902465041,Jean-Daniel Akpa-Akpro,MF,Lazio,2021,Serie A,-27.037186950872904
5201,13.765516867005802,6.641502980920333,Kevin Akpoguma,"DF,FW",Hoffenheim,2021,Bundesliga,7.124013886085469
5202,52.37062937847221,-1.2183672215748418,David Alaba,DF,Real Madrid,2021,La Liga,53.588996600047054
5203,-36.85767134604192,-6.910462267150356,Sofiane Alakouch,"DF,MF",Metz,2021,Ligue 1,-29.94720907889156
5204,-7.298065349951855,3.0274403596767465,Tomás Alarcón,MF,Cádiz,2021,La Liga,-10.325505709628601
5205,-15.353435359994887,-3.541718952298698,Lucas Alario,FW,Leverkusen,2021,Bundesliga,-11.811716407696188
5206,92.02166832301835,7.145386069280946,Jordi Alba,DF,Barcelona,2021,La Liga,84.8762822537374
5207,-46.98928868612583,-10.449180235865526,Josué Albert,DF,Clermont Foot,2021,Ligue 1,-36.540108450260306
5208,78.61929951036423,2.3124240373974314,Luis Alberto,MF,Lazio,2021,Serie A,76.3068754729668
5209,26.589488409548125,-1.2917737636278206,Raúl Albiol,DF,Villarreal,2021,La Liga,27.881262173175944
5210,-9.302402172362495,0.9920426532401523,Marc Albrighton,"FW,DF",Leicester City,2021,Premier League,-10.294444825602646
5211,-26.129306355493803,-2.972843966653657,Paco Alcácer,FW,Villarreal,2021,La Liga,-23.156462388840147
5212,42.92353117872241,1.401099378218782,Thiago Alcántara,MF,Liverpool,2021,Premier League,41.52243180050363
5213,7.402572758982706,2.7781169177025826,Rubén Alcaraz,MF,Cádiz,2021,La Liga,4.624455841280124
5214,22.021166822144757,6.5529929367941815,Omar Alderete,DF,Valencia,2021,La Liga,15.468173885350575
5215,0.7908776142672841,8.327657913519744,Iván Alejo,"MF,FW",Cádiz,2021,La Liga,-7.5367802992524595
5216,14.956220050166362,9.913059296651625,Carles Aleñá,MF,Getafe,2021,La Liga,5.043160753514737
5217,112.85419955404015,3.390631236985032,Trent Alexander-Arnold,DF,Liverpool,2021,Premier League,109.46356831705512
5218,-0.5262620486590096,25.31886514337785,Mohamed Ali Cho,FW,Angers,2021,Ligue 1,-25.84512719203686
5219,30.546503958836038,9.911882558721462,Allan,MF,Everton,2021,Premier League,20.634621400114575
5220,5.526304046085686,5.046501778740508,Jim Allevinah,FW,Clermont Foot,2021,Ligue 1,0.4798022673451783
5221,-18.565986935192026,-2.1288341563968483,Dele Alli,MF,Tottenham,2021,Premier League,-16.437152778795177
5222,-31.31152025920667,-3.2870659567911025,Dele Alli,"MF,FW",Everton,2021,Premier League,-28.024454302415567
5223,1.061622551823519,2.56527847357757,Miguel Almirón,"MF,FW",Newcastle Utd,2021,Premier League,-1.5036559217540513
5224,50.13633183423878,7.069953979129738,Marcos Alonso,DF,Chelsea,2021,Premier League,43.066377855109046
5225,3.838352236364016,-0.772465170439308,Giorgio Altare,DF,Cagliari,2021,Serie A,4.610817406803324
5226,-61.703862289086125,-10.424245449107081,Hugo Álvarez,FW,Celta Vigo,2021,La Liga,-51.27961683997904
5227,9.890527918786992,-1.967091054000758,Yeray Álvarez,DF,Athletic Club,2021,La Liga,11.85761897278775
5228,20.301083063579604,1.4823990789274788,Dani Alves,DF,Barcelona,2021,La Liga,18.818683984652125
5229,-22.551633512284525,-7.761901889928268,Steven Alzate,MF,Brighton,2021,Premier League,-14.789731622356257
5230,-12.194342404963695,-5.966645434737963,Ibrahim Amadou,"DF,MF",Metz,2021,Ligue 1,-6.2276969702257325
5231,-40.29335494506647,-9.00936333490203,Emmanuel Amankwaa Akurugu,DF,Getafe,2021,La Liga,-31.28399161016444
5232,27.688104340162997,0.9177146337817471,Daniel Amartey,DF,Leicester City,2021,Premier League,26.770389706381252
5233,-18.413913778927547,1.3352816660006948,Amath,"FW,MF",Mallorca,2021,La Liga,-19.74919544492824
5234,-23.580828672534025,-6.3830873438353075,Jordan Amavi,DF,Nice,2021,Ligue 1,-17.19774132869872
